sales_order,customer_name,business_partner_id,customer_reference,document_date,requested_delivery_date,requested_lead_days,overall_status,net_value_eur
378,Philly Bikes,127360,360,2026-02-24,2026-04-07,42,Completed,6080.0
377,The Bike Zone 378,1003546,378,2026-02-24,2026-03-03,7,Completed,12800.0
376,The Bike Zone 371,1003731,371,2026-02-24,2026-03-24,28,Completed,4200.0
375,The Bike Zone 378,1003546,378,2026-02-24,2026-03-03,7,Completed,12000.0
374,Philly Bikes,127389,389,2026-02-24,2026-04-07,42,Completed,6080.0
373,The Bike Zone 364,1003808,364,2026-02-24,2026-03-24,28,Completed,9000.0
372,The Bike Zone 392,1003824,392,2026-02-24,2026-03-03,7,Completed,12000.0
371,Philly Bikes,127364,364,2026-02-24,2026-04-07,42,Open,6080.0
370,The Bike Zone 253,1003900,253,2026-02-24,2026-03-10,14,Completed,6400.0
369,Philly Bikes,127419,419,2026-02-24,2026-04-07,42,Open,6080.0
368,Philly Bikes,127419,419,2026-02-24,2026-04-07,42,Open,6080.0
367,The Bike Zone 392,1003824,392,2026-02-24,2026-03-24,28,Completed,9000.0
366,Philly Bikes,127394,394,2026-02-24,2026-04-07,42,Completed,6405.0
365,Philly Bikes,127394,394,2026-02-24,2026-02-24,0,Not Relevant,0.0
364,Philly Bikes,127377,377,2026-02-24,2026-04-07,42,Completed,6080.0
363,Philly Bikes,127377,377,2026-02-24,2026-04-07,42,Open,6400.0
362,Philly Bikes,127377,377,2026-02-24,2026-04-07,42,Open,6400.0
361,The Bike Zone 377,1003810,377,2026-02-24,2026-03-24,28,Completed,9000.0
360,Philly Bikes,127408,408,2026-02-23,2026-04-07,43,Completed,6080.0
359,The Bike Zone 387,1003855,387,2026-02-23,2026-03-23,28,Completed,9000.0
358,The Bike Zone 402,1003607,402,2026-02-23,2026-03-23,28,Completed,9000.0
357,Philly Bikes,127387,387,2026-02-23,2026-04-02,38,Completed,5700.0
356,Philly Bikes,127402,402,2026-02-23,2026-04-06,42,Completed,6080.0
355,The Bike Zone 376,1003979,376,2026-02-23,2026-03-23,28,Completed,20092.5
354,Philly Bikes,127400,400,2026-02-23,2026-04-07,43,Completed,6080.0
353,Philly Bikes,127400,400,2026-02-23,2026-04-07,43,Completed,6080.0
352,Philly Bikes,127406,406,2026-02-23,2026-04-06,42,Completed,6080.0
351,Philly Bikes,127450,450,2026-02-23,2026-04-01,37,Open,3040.0
350,Philly Bikes,127406,406,2026-02-23,2026-04-06,42,Open,6080.0
349,The Bike Zone 253,1003900,253,2026-02-23,2026-03-02,7,Completed,12000.0
348,The Bike Zone 215,1003765,215,2026-02-23,2026-03-02,7,Completed,12000.0
347,The Bike Zone 225,1003773,225,2026-02-23,2026-03-02,7,Completed,12000.0
346,The Bike Zone 206,1003861,206,2026-02-23,2026-03-02,7,Completed,12000.0
345,the bike zone 223,1003778,223,2026-02-23,2026-03-02,7,Completed,12000.0
344,The Bike Zone 224,1003761,224,2026-02-23,2026-03-02,7,Completed,12000.0
343,The Bike Zone 255,1003869,255,2026-02-23,2026-03-02,7,Completed,12000.0
342,Philly Bikes,127253,253,2026-02-23,2026-03-23,28,Completed,9000.0
341,The Bike Zone 246,1003737,246,2026-02-23,2026-03-23,28,Completed,12000.0
340,The Bike Zone 254,1003764,254,2026-02-23,2026-03-02,7,Completed,12000.0
339,Philly Bikes,127001,001,2026-02-23,2026-03-02,7,Completed,3000.0
338,The Bike Zone 229,1003733,229,2026-02-23,2026-03-02,7,Completed,12000.0
337,Philly Bikes,127371,371,2026-02-23,2026-04-06,42,Completed,6080.0
336,The Bike Zone 385,1003725,385,2026-02-22,2026-03-22,28,Completed,9000.0
335,The Bike Zone 385,1003725,385,2026-02-22,2026-03-22,28,Open,9000.0
334,The Bike Zone 365,1003683,365,2026-02-22,2026-03-22,28,Completed,9000.0
333,Philly Bikes,127365,365,2026-02-22,2026-04-05,42,Completed,6080.0
332,Philly Bikes,127385,385,2026-02-22,2026-04-05,42,Open,6080.0
331,The Bike Zone 382,1003720,382,2026-02-22,2026-03-01,7,Completed,12000.0
330,Philly Bikes,127375,375,2026-02-21,2026-04-04,42,Completed,3040.0
329,The Bike Zone 402,1003607,402,2026-02-21,2026-03-21,28,Completed,9000.0
328,Philly Bikes,127375,375,2026-02-21,2026-04-04,42,Open,3040.0
327,The Bike Zone 204,1003933,204,2026-02-21,2026-03-20,27,Completed,20092.5
326,The Bike Zone,1003227,229,2026-02-21,2026-02-28,7,Completed,12000.0
325,Philly Bikes,127208,208,2026-02-21,2026-04-04,42,Completed,3040.0
324,The Bike Zone 229,1003733,229,2026-02-21,2026-02-21,0,Completed,12000.0
323,The Bike Zone 382,1003720,382,2026-02-21,2026-03-21,28,Completed,9000.0
322,Philly Bikes,127402,402,2026-02-21,2026-04-04,42,Completed,6080.0
321,The Bike Zone 208,1003674,208,2026-02-21,2026-03-07,14,Completed,6400.0
320,Philly Bikes,127382,382,2026-02-21,2026-04-04,42,Open,3040.0
319,Philly Bikes,127382,382,2026-02-21,2026-04-04,42,Open,3040.0
318,Philly Bikes,127382,382,2026-02-21,2026-04-04,42,Open,3040.0
317,Philly Bikes,127208,208,2026-02-21,2026-03-21,28,Completed,9000.0
316,The Bike Zone 222,1003964,222,2026-02-20,2026-03-20,28,Completed,20092.5
315,The Bike Zone 214,1003880,214,2026-02-20,2026-03-20,28,Open,19712.5
314,The Bike Zone 210,1003758,210,2026-02-20,2026-03-20,28,Completed,20412.5
313,The Bike Zone 217,1003926,217,2026-02-20,2026-03-20,28,Open,20092.5
312,The Bike Zone 213,1003934,213,2026-02-20,2026-03-20,28,Completed,20092.5
311,The Bike Zone 244,1003791,244,2026-02-20,2026-03-18,26,Open,20092.5
310,The Bike Zone 207,1003954,207,2026-02-20,2026-03-20,28,Completed,19855.0
309,The Bike Zone 230,1003953,230,2026-02-20,2026-03-20,28,Completed,20092.5
308,The Bike Zone 353,1003648,353,2026-02-20,2026-03-20,28,Completed,9000.0
307,The Bike Zone 228,1003947,228,2026-02-20,2026-03-20,28,Completed,20092.5
306,The Bike Zone 252,1003868,252,2026-02-20,2026-02-20,0,Completed,20092.5
305,The Bike Zone 245,1003948,245,2026-02-20,2026-03-20,28,Completed,20092.5
304,The Bike Zone 209,1003760,209,2026-02-20,2026-03-20,28,Open,20092.5
303,The Bike Zone 256,1003757,256,2026-02-20,2026-03-20,28,Completed,20092.5
302,The bike Zone #219,1003943,219,2026-02-20,2026-03-20,28,Completed,20092.5
301,Philly Bikes,127392,392,2026-02-20,2026-04-03,42,Completed,6080.0
300,The Bike Zone 372,1003884,372,2026-02-20,2026-02-20,0,Completed,9000.0
299,The Bike Zone 243,1003938,243,2026-02-20,2026-03-20,28,Completed,20092.5
298,The Bike Zone 253,1003900,253,2026-02-20,2026-03-20,28,Completed,20092.5
297,The Bike Zone 216,1003918,216,2026-02-20,2026-03-20,28,Completed,20092.5
296,THE BIKE ZONE 211,1003879,211,2026-02-20,2026-03-20,28,Completed,19855.0
295,The Bike Zone 220,1003923,220,2026-02-20,2026-02-20,0,Not Relevant,0.0
294,The Bike Zone 220,1003923,237,2026-02-20,2026-02-20,0,Open,21150.0
293,The Bike Zone 241,1003921,241,2026-02-20,2026-03-20,28,Completed,20092.5
292,The Bike Zone 227,1003919,227,2026-02-20,2026-03-20,28,Completed,20092.5
291,Philly Bikes,127402,402,2026-02-20,2026-03-03,11,Completed,6400.0
290,The Bike Zone 208,1003674,208,2026-02-20,2026-02-27,7,Completed,12000.0
289,The  Bike Zone 259,1003784,259,2026-02-20,2026-03-20,28,Completed,20092.5
288,The Bike Zone 212,1003881,212,2026-02-20,2026-03-20,28,Completed,20092.5
287,The Bike Zone 208,1003674,208,2026-02-20,2026-02-27,7,Open,12000.0
286,The Bike Zone 235,1003878,235,2026-02-20,2026-03-19,27,Completed,20092.5
285,The Bike Zone 208,1003674,*208,2026-02-20,2026-02-27,7,Open,12000.0
284,The Bike Zone 208,1003674,*208,2026-02-20,2026-02-27,7,Open,12000.0
283,The Bike Zone 208,1003674,208,2026-02-20,2026-02-27,7,Open,12000.0
282,The Bike Zone 208,1003674,*208*,2026-02-20,2026-02-27,7,Open,12000.0
281,The Bike Zone 208,1003674,1003674,2026-02-20,2026-02-27,7,Open,12000.0
280,The Bike Zone 208,1003674,Deluxe Touring Bike,2026-02-20,2026-02-27,7,Open,12000.0
279,The Bike Zone 255,1003869,255,2026-02-20,2026-03-18,26,Completed,20092.5
278,Philly Bikes,127372,372,2026-02-20,2026-04-03,42,Completed,3040.0
277,The Bike Zone 373,1003915,362,2026-02-20,2026-03-20,28,Open,9000.0
276,The Bike Zone 251,1003914,251,2026-02-20,2026-03-20,28,Completed,20092.5
275,The Bike Zone 373,1003915,373,2026-02-20,2026-03-20,28,Completed,9000.0
274,Philly Bikes,127362,362,2026-02-20,2026-04-03,42,Open,6080.0
273,Philly Bikes,127362,362,2026-02-20,2026-04-03,42,Open,6080.0
272,Philly Bikes,127362,362,2026-02-20,2026-04-03,42,Open,6080.0
271,Philly Bikes,127373,373,2026-02-20,2026-04-03,42,Completed,5700.0
270,The Bike Zone 249,1003911,249,2026-02-19,2026-03-19,28,Completed,20092.5
269,The Bike Zone 390,1003894,390,2026-02-19,2026-03-19,28,Completed,20092.5
268,The Bike Zone 233,1003905,233,2026-02-19,2026-03-19,28,Completed,20092.5
267,The Bike Zone 205,1003903,205,2026-02-19,2026-03-19,28,Completed,20092.5
266,The Bike Zone 253,1003900,253,2026-02-19,2026-03-19,28,Open,20092.5
265,The Bike Zone 398,1003806,398,2026-02-19,2026-03-19,28,Completed,9000.0
264,Philly Bikes,127419,419,2026-02-19,2026-03-19,28,Open,15000.0
263,Philly Bikes,127419,419,2026-02-19,2026-03-19,28,Open,3000.0
262,The Bike Zone 258,1003774,258,2026-02-19,2026-03-19,28,Completed,20092.5
261,Philly Bikes,127378,378,2026-02-19,2026-03-19,28,Completed,9000.0
260,Philly Bikes,127398,398,2026-02-19,2026-04-02,42,Completed,6080.0
259,Philly Bikes,127373,373,2026-02-19,2026-04-02,42,Completed,5700.0
258,Philly Bikes,127373,373,2026-02-19,2026-04-02,42,Completed,5700.0
257,The Bike Zone 224,1003761,232,2026-02-19,2026-02-19,0,Not Relevant,0.0
256,Philly Bikes,127378,378,2026-02-19,2026-03-26,35,Completed,6080.0
255,the bike zone 223,1003778,223,2026-02-19,2026-02-18,-1,Completed,20092.5
254,The Bike Zone 354,1003835,354,2026-02-18,2026-03-17,27,Completed,20092.5
253,Philly Bikes,127365,365,2026-02-18,2026-04-01,42,Open,20092.5
252,The Bike Zone 236,1003889,235,2026-02-18,2026-03-18,28,Completed,20092.5
251,Philly Bikes,127407,407,2026-02-18,2026-02-18,0,Completed,6080.0
250,The Bike Zone 247,1003750,247,2026-02-18,2026-03-18,28,Completed,20092.5
249,The Bike Zone 406,1003853,406,2026-02-18,2026-03-18,28,Completed,20092.5
248,The Bike Zone 372,1003884,372,2026-02-18,2026-03-18,28,Completed,20092.5
247,The Bike Zone 351,1003616,351,2026-02-18,2026-03-18,28,Completed,9000.0
246,The Bike Zone 224,1003761,224,2026-02-18,2026-03-16,26,Completed,20092.5
245,The Bike Zone 238,1003769,238,2026-02-18,2026-03-18,28,Completed,20092.5
244,The Bike Zone 225,1003773,225,2026-02-18,2026-03-16,26,Completed,20092.5
243,The Bike Zone 206,1003861,206,2026-02-18,2026-03-18,28,Completed,20092.5
242,The Bike Zone 254,1003764,254,2026-02-18,2026-03-18,28,Completed,20092.5
241,The Bike Zone 234,1003740,234,2026-02-18,2026-03-16,26,Completed,20092.5
240,The Bike Zone 246,1003737,246,2026-02-18,2026-03-18,28,Completed,20092.5
239,Philly Bikes,127351,351,2026-02-18,2026-04-01,42,Completed,3040.0
238,The Bike Zone 396,1003858,396,2026-02-17,2026-03-17,28,Open,20092.5
237,The Bike Zone 375,1003659,375,2026-02-17,2026-03-16,27,Completed,20092.5
236,The Bike Zone 387,1003855,387,2026-02-17,2026-03-17,28,Completed,20092.5
235,The Bike Zone 380,1003857,380,2026-02-17,2026-03-17,28,Completed,20092.5
234,The Bike Zone 359,1003847,359,2026-02-17,2026-03-17,28,Completed,20092.5
233,The Bike Zone 395,1003851,395,2026-02-17,2026-03-17,28,Completed,20092.5
232,The Bike Zone 379,1003849,379,2026-02-17,2026-03-17,28,Completed,21150.0
231,The Bike Zone 401,1003844,401,2026-02-17,2026-03-17,28,Completed,20092.5
230,The Bike Zone 404,1003834,404,2026-02-17,2026-03-17,28,Completed,20092.5
229,The Bike Zone 386,1003842,386,2026-02-17,2026-03-17,28,Completed,20092.5
228,The Bike Zone 410,1003838,410,2026-02-17,2026-03-17,28,Completed,21150.0
227,The Bike Zone 352,1003837,352,2026-02-17,2026-03-17,28,Completed,20092.5
226,The Bike Zone 355,1003832,355,2026-02-17,2026-03-17,28,Completed,20092.5
225,The Bike Zone 360,1003814,360,2026-02-17,2026-03-17,28,Completed,20092.5
224,The Bike Zone 403,1003827,403,2026-02-17,2026-03-17,28,Completed,20092.5
223,The Bike Zone 393,1003712,393,2026-02-17,2026-03-17,28,Completed,9000.0
222,The Bike Zone 248,1003745,381,2026-02-17,2026-03-17,28,Completed,20092.5
221,The Bike Zone 248,1003745,248,2026-02-17,2026-03-17,28,Completed,20092.5
220,The Bike Zone 397,1003821,397,2026-02-17,2026-03-17,28,Completed,20092.5
219,The Bike Zone 392,1003824,392,2026-02-17,2026-03-17,28,Completed,20092.5
218,The Bike Zone 377,1003810,377,2026-02-17,2026-03-17,28,Completed,20092.5
217,The Bike Zone 229,1003733,229,2026-02-17,2026-03-17,28,Completed,20092.5
216,The Bike Zone 374,1003816,374,2026-02-17,2026-02-17,0,Not Relevant,0.0
215,The Bike Zone 409,1003632,409,2026-02-17,2026-03-17,28,Completed,20092.5
214,The Bike Zone 398,1003806,398,2026-02-17,2026-03-17,28,Completed,20092.5
213,The Bike Zone 364,1003808,364,2026-02-17,2026-03-17,28,Completed,20092.5
212,The Bike Zone 371,1003731,371,2026-02-17,2026-03-16,27,Completed,20092.5
211,The bike zone 358,1003800,358,2026-02-17,2026-03-16,27,Completed,20092.5
210,The Bike Zone 400,1003626,400,2026-02-16,2026-03-16,28,Completed,20092.5
209,The Bike Zone 408,1003803,408,2026-02-16,2026-03-16,28,Completed,20092.5
208,The Bike Zone 369,1003796,369,2026-02-16,2026-03-16,28,Completed,20092.5
207,The Bike Zone 412,1003793,412,2026-02-16,2026-03-16,28,Completed,20092.5
206,The Bike Zone 399,1003789,399,2026-02-16,2026-03-16,28,Completed,20092.5
205,The Bike Zone 215,1003765,215,2026-02-16,2026-03-16,28,Completed,20092.5
204,The Bike Zone 240,1003744,240,2026-02-16,2026-03-16,28,Completed,20092.5
203,The Bike Zone 362,1003785,362,2026-02-16,2026-03-16,28,Completed,20092.5
202,The Bike Zone 203,1003766,203,2026-02-16,2026-03-16,28,Completed,20092.5
201,The Bike Zone 383,1003734,383,2026-02-16,2026-03-16,28,Completed,20092.5
200,Philly Bikes,127353,353,2026-02-16,2026-03-30,42,Completed,3040.0
199,Philly Bikes,127353,353,2026-02-16,2026-03-30,42,Open,2888.0
198,The Bike Zone 385,1003725,385,2026-02-15,2026-03-15,28,Completed,20092.5
197,The Bike Zone 351,1003616,351,2026-02-15,2026-03-11,24,Completed,20092.5
196,The Bike Zone 382,1003720,382,2026-02-15,2026-03-15,28,Completed,20092.5
195,The Bike Zone 373,1003644,373,2026-02-15,2026-03-15,28,Completed,20092.5
194,Philly Bikes,127393,393,2026-02-14,2026-03-28,42,Completed,6080.0
193,The Bike Zone 393,1003712,393,2026-02-14,2026-03-14,28,Completed,20092.5
192,Philly Bikes,127358,358,2026-02-13,2026-03-20,35,Open,3040.0
191,The Bike Zone 365,1003683,365,2026-02-13,2026-03-13,28,Completed,20092.5
190,Philly Bikes,127358,358,2026-02-13,2026-03-27,42,Completed,3040.0
189,The Bike Zone 208,1003674,208,2026-02-13,2026-03-13,28,Completed,19087.87
188,The Bike Zone 378,1003546,378,2026-02-13,2026-02-12,-1,Completed,20092.5
187,The Bike Zone 357,1003624,357,2026-02-13,2026-03-13,28,Completed,20092.5
186,THE BIKE ZONE 089,1003649,089,2026-02-12,2026-03-12,28,Completed,20092.5
185,The Bike Zone 353,1003648,353,2026-02-12,2026-03-12,28,Completed,20092.5
184,The Bike Zone 357,1003624,357,2026-02-12,2026-03-12,28,Completed,20092.5
183,The Bike Zone 384,1003629,384,2026-02-12,2026-03-12,28,Completed,20092.5
182,The Bike Zone 368,1003357,368,2026-02-11,2026-03-11,28,Completed,9000.0
181,The Bike Zone 402,1003607,402,2026-02-11,2026-03-11,28,Open,20092.5
180,The Bike Zone 123,1003064,358,2026-02-11,2026-02-08,-3,Open,20092.5
179,The Bike Zone 388,1003579,,2026-02-10,2026-03-10,28,Completed,20092.5
178,Philly Bikes,127000,368,2026-02-09,2026-03-23,42,Completed,6080.0
177,The Bike Zone 035,1003436,035,2026-02-08,2026-03-07,27,Completed,20092.5
176,The Bike Zone 437,1003510,437,2026-02-08,2026-03-08,28,Completed,20092.5
175,The Bike Zone 160,1003468,160,2026-02-08,2026-03-08,28,Completed,20092.5
174,The Bike Zone 123,1003064,020,2026-02-08,2026-02-08,0,Completed,20092.5
173,The Bike Zone 123,1003064,,2026-02-08,2026-02-08,0,Open,20092.5
172,The Bike Zone 502,1003518,502,2026-02-07,2026-03-07,28,Completed,20092.5
171,The Bike Zone 136,1003480,136,2026-02-07,2026-03-06,27,Completed,20092.5
170,The Bike Zone 164,1003496,164,2026-02-07,2026-03-07,28,Completed,20092.5
169,The Bike Zone 113,1003502,113,2026-02-07,2026-03-06,27,Completed,20092.5
168,The Bike Zone 072,1003465,072,2026-02-07,2026-03-06,27,Completed,20092.5
167,The Bike Zone 069,1003497,069,2026-02-06,2026-03-06,28,Completed,20092.5
166,The Bike Zone 093,1003474,093,2026-02-06,2026-03-06,28,Completed,20092.5
165,The Bike Zone 140,1003498,140,2026-02-06,2026-02-06,0,Completed,21400.0
164,The Bike Zone 062,1003475,062,2026-02-06,2026-03-06,28,Completed,20092.5
163,The Bike Zone 045,1003490,045,2026-02-06,2026-03-06,28,Completed,20092.5
162,The Bike Zone 051,1003473,051,2026-02-06,2026-03-06,28,Completed,20092.5
161,The Bike Zone 049,1003463,049,2026-02-06,2026-03-06,28,Completed,20092.5
160,The Bike Zone 096,1003469,096,2026-02-06,2026-03-06,28,Completed,20092.5
159,The Bike Zone 068,1003452,068,2026-02-06,2026-03-06,28,Completed,20092.5
158,Bicycle 037,1003461,037,2026-02-06,2026-03-06,28,Completed,20092.5
157,The Bank Zone 059,1003460,059,2026-02-06,2026-03-06,28,Completed,20092.5
156,The Bike Zone 102,1003384,102,2026-02-06,2026-03-06,28,Completed,20412.5
155,The Bike Zone 083,1003441,083,2026-02-06,2026-02-06,0,Not Relevant,0.0
154,The Bike Zone 086,1003458,086,2026-02-06,2026-03-06,28,Completed,20092.5
153,The Bike Zone 083,1003441,083,2026-02-06,2026-03-06,28,Completed,20092.5
152,The Bike Zone 076,1003394,076,2026-02-06,2026-03-06,28,Completed,20092.5
151,The Bike Zone 090,1003455,090,2026-02-06,2026-03-06,28,Completed,20092.5
150,The Bike Zone 157,1003449,157,2026-02-06,2026-03-06,28,Completed,20092.5
149,The Bike Zone 148,1003358,148,2026-02-06,2026-02-06,0,Not Relevant,0.0
148,The Bike Zone 018,1003160,018,2026-02-06,2026-03-05,27,Completed,20092.5
147,The Bike Zone 073,1003363,073,2026-02-06,2026-02-07,1,Not Relevant,0.0
146,The Bike Zone 124,1003439,124,2026-02-06,2026-03-06,28,Completed,20092.5
145,The Bike Zone 041,1003450,041,2026-02-06,2026-03-06,28,Completed,20092.5
144,The Bike Zone 070,1003442,070,2026-02-06,2026-03-06,28,Completed,20092.5
143,The Bike ZONE 501,1003343,071,2026-02-06,2026-03-06,28,Open,21150.0
142,The Bike Zone 134,1003435,134,2026-02-06,2026-03-06,28,Completed,20092.5
141,The Bike Zone 102,1003384,102,2026-02-06,2026-03-05,27,Completed,20092.5
140,The Bike Zone 436,1003444,436,2026-02-06,2026-03-06,28,Completed,20092.5
139,The Bike Zone 128,1003415,128,2026-02-06,2026-03-06,28,Completed,21150.0
138,The Bike Zone 073,1003363,073,2026-02-06,2026-02-06,0,Not Relevant,0.0
137,The Bike Zone 073,1003363,073,2026-02-06,2026-02-06,0,Not Relevant,0.0
136,The Bike Zone 073,1003363,073,2026-02-06,2026-02-06,0,Completed,12400.0
135,The Bike Zone 015,1003372,990,2026-02-06,2026-03-05,27,Completed,20092.5
134,The Bike Zone 145,1003414,145,2026-02-06,2026-03-06,28,Completed,20092.5
133,The Bike Zone 368,1003357,368,2026-02-06,2026-03-06,28,Completed,20092.5
132,The Bike Zone 143,1003422,143,2026-02-06,2026-03-06,28,Completed,20092.5
131,The Bike Zone 161,1003347,161,2026-02-06,2026-03-06,28,Completed,20092.5
130,The Bike Zone 040,1003159,040,2026-02-06,2026-03-06,28,Completed,20092.5
129,The Bike Zone 163,1003412,163,2026-02-06,2026-03-06,28,Completed,17052.5
128,The Bike Zone 097,1003418,097,2026-02-06,2026-03-06,28,Completed,20092.5
127,The Bike Zone 147,1003339,147,2026-02-06,2026-03-05,27,Completed,20092.5
126,The Bike Zone 102,1003384,102,2026-02-06,2026-02-06,0,Not Relevant,0.0
125,The Bike Zone 118,1003410,118,2026-02-06,2026-03-06,28,In Process,20092.5
124,The Bike Zone 102,1003384,102,2026-02-06,2026-03-05,27,Completed,20092.5
123,The Bike Zone 061,1003299,061,2026-02-06,2026-03-06,28,Completed,20092.5
122,The Bike Zone 150,1003327,150,2026-02-06,2026-03-06,28,Completed,20092.5
121,The Bike Zone 053,1003401,053,2026-02-06,2026-03-06,28,Completed,20092.5
120,The Bike Zone 167,1003399,167,2026-02-06,2026-03-06,28,Completed,20092.5
119,The Bike Zone 033,1003306,033,2026-02-06,2026-03-06,28,Completed,20092.5
118,The Bike Zone 133,1003332,133,2026-02-06,2026-03-05,27,Completed,20092.5
117,The Bike Zone 088,1003218,088,2026-02-06,2026-03-06,28,Completed,20377.5
116,The Bike Zone 106,1003395,106,2026-02-06,2026-03-06,28,Completed,20092.5
115,The Bike Zone 165,1003387,165,2026-02-06,2026-03-05,27,Completed,20092.5
113,The Bike Zone 078,1003382,078,2026-02-06,2026-03-06,28,Completed,20092.5
114,The Bike Zone 506 .,1003246,506,2026-02-05,2026-03-05,28,Completed,20092.5
112,The Bike Zone 162,1003391,162,2026-02-05,2026-03-05,28,Completed,20092.5
111,The Bike zone 111,1003379,111,2026-02-05,2026-03-05,28,Completed,20092.5
110,The Bike Zone 048,1003319,048,2026-02-05,2026-03-05,28,Completed,20092.5
109,The Bike Zone 158,1003077,158,2026-02-05,2026-03-05,28,Completed,21150.0
108,The Bike Zone 142,1003316,142,2026-02-05,2026-03-05,28,Completed,20092.5
107,The Bike Zone 087,1003268,087,2026-02-05,2026-03-05,28,Completed,20092.5
106,The Bike Zone 047,1003374,047,2026-02-05,2026-03-05,28,Completed,20092.5
105,The Bike Zone 141,1003320,141,2026-02-05,2026-03-05,28,Completed,20412.5
104,The Bike Zone 149,1003368,149,2026-02-05,2026-03-05,28,Completed,20092.5
103,The Bike Zone 510 .,1003352,510,2026-02-05,2026-03-05,28,Completed,20412.5
102,The Bike Zone 159,1003304,159,2026-02-05,2026-03-05,28,Completed,18997.62
101,The Bike Zone 151,1003280,151,2026-02-05,2026-03-05,28,Completed,20092.5
100,The Bike Zone 014,1003365,014,2026-02-05,2026-03-05,28,Completed,20092.5
99,The Bike Zone 153,1003312,153,2026-02-05,2026-03-05,28,Completed,20092.5
98,The Bike Zone 036,1003287,036,2026-02-05,2026-03-04,27,Completed,20092.5
97,The Bike Zone 138,1003353,138,2026-02-05,2026-03-05,28,Completed,20092.5
96,The Bike Zone 131,1003286,131,2026-02-05,2026-03-04,27,Completed,20092.5
95,The Bike Zone 505,1003245,505,2026-02-05,2026-03-05,28,Completed,20092.5
94,The Bike Zone 509 .,1003248,509,2026-02-05,2026-03-03,26,Completed,20412.5
93,The Bike Zone 064,1003292,064,2026-02-05,2026-03-04,27,Completed,20092.5
92,The Bike Zone 508,1003244,508,2026-02-05,2026-03-05,28,Completed,20412.5
91,The Bike Zone 503 .,1003247,503,2026-02-05,2026-03-04,27,Completed,20092.5
90,The Bike ZONE 501,1003343,501,2026-02-05,2026-02-05,0,Completed,20412.5
89,The Bike Zone 434,1003239,434,2026-02-05,2026-03-05,28,Completed,20092.5
88,The Bike Zone 010,1003144,010,2026-02-05,2026-03-02,25,Completed,20092.5
87,The Bike Zone 114,1003336,114,2026-02-05,2026-03-05,28,Completed,20092.5
86,The Bike Zone 154,1003211,154,2026-02-05,2026-03-05,28,Completed,20092.5
85,The Bike Zone 021,1003334,021,2026-02-05,2026-03-05,28,Completed,20092.5
84,The Bike Zone 112,1003314,112,2026-02-05,2026-03-04,27,Completed,17052.5
83,The Bike Zone 027,1003324,027,2026-02-05,2026-03-05,28,Completed,20092.5
82,The Bike Zone 135,1003271,135,2026-02-05,2026-02-04,-1,Completed,20092.5
81,The Bike Zone 152,1003230,152,2026-02-04,2026-03-04,28,Completed,20092.5
80,The Bike Zone103,1003309,103,2026-02-04,2026-03-04,28,Completed,20092.5
79,The Bike Zone 101,1003260,101,2026-02-04,2026-03-04,28,Completed,20092.5
78,The Bike Zone 107,1003300,107,2026-02-04,2026-03-04,28,Completed,20092.5
77,The Bike Zone 109,1003298,109,2026-02-04,2026-03-04,28,Completed,20092.5
76,The Bike Zone 032,1003200,032,2026-02-04,2026-03-04,28,Completed,20092.5
75,The bike Zone 507,1003296,000,2026-02-04,2026-03-04,28,Completed,20092.5
74,The Bike Zone 085,1003276,085,2026-02-04,2026-03-04,28,Completed,20092.5
73,The Bike Zone 166,1003282,166,2026-02-04,2026-03-04,28,Completed,20092.5
72,The Bike Zone 039,1003274,039,2026-02-04,2026-03-04,28,Completed,20092.5
71,The Bike Zone 019,1003269,019,2026-02-04,2026-03-04,28,Completed,20330.0
70,The Bike Zone 026,1003236,026,2026-02-04,2026-03-03,27,Completed,20092.5
69,THE BIKE ZONE 108,1003216,108,2026-02-04,2026-03-02,26,Completed,20092.5
68,The Bike Zone 099,1003203,099,2026-02-04,2026-03-03,27,Completed,20092.5
67,The Bike Zone 043,1003264,043,2026-02-03,2026-03-03,28,Completed,20092.5
66,The Bike Zone 100,1003176,100,2026-02-03,2026-03-02,27,Completed,20092.5
65,The Bike Zone 063,1003233,063,2026-02-03,2026-03-03,28,Completed,20092.5
64,The Bike Zone 075,1003258,075,2026-02-03,2026-03-03,28,Completed,20092.5
63,The Bike Zone 029,1003235,029,2026-02-03,2026-03-03,28,Completed,20092.5
62,The Bike Zone 017,1003092,017,2026-02-03,2026-02-27,24,Completed,20092.5
61,The Bike Zone 046,1003254,046,2026-02-03,2026-03-03,28,Completed,20092.5
60,THE BIKE ZONE 511,1003132,511,2026-02-03,2026-03-02,27,Completed,20092.5
59,The Bike Zone 091,1003212,091,2026-02-03,2026-03-02,27,Completed,20092.5
58,The Bike Zone,1003227,137,2026-02-03,2026-03-03,28,Completed,20092.5
57,The Bike Zone 129,1003192,129,2026-02-02,2026-03-02,28,Completed,20092.5
56,The Bike Zone 025,1003207,025,2026-02-02,2026-03-02,28,Completed,20092.5
55,The Bike Zone 031,1003183,031,2026-02-02,2026-03-01,27,Completed,20092.5
54,The Bike Zone 057,1003111,057,2026-02-01,2026-02-27,26,Completed,20092.5
53,The Bike Zone 139,1003194,139,2026-02-01,2026-03-01,28,Completed,20092.5
52,The Bike Zone 007,1003185,007,2026-02-01,2026-03-01,28,Completed,20092.5
